stkcd,year,current_assets,fixed_assets_net,total_assets,current_liabilities,total_liabilities,net_profit,depr_amort,equity_nature_id,never_st,m2,lev,npr,size,tang,lag_total_assets,growth,ndts,soe,liq,m2_growth,industry_name_d,industry_code_d,ind_code_raw,ind_code,lev_raw,npr_raw,tang_raw,growth_raw,ndts_raw,liq_raw
2,2021,1600268307291.9,12821059775.0,1938638128699.08,1311446467338.73,1545865352173.99,38069527018.0,8063319987.0,1,1.0,238289.96,0.7973975799244908,0.0196372527984614,28.29300684697362,0.0066134363010819,1869177094005.55,0.0371612914133666,0.0041592702978615,1.0,1.2202315131774044,8.96762701997018,房地产业,K70,K,K,0.7973975799244908,0.0196372527984614,0.0066134363010819,0.0371612914133666,0.0041592702978615,1.2202315131774044
2,2022,1415356379958.52,16420265135.0,1757124444202.95,1077801572017.84,1352132937796.74,37550909305.0,9299962164.0,1,1.0,266432.08,0.7695146136391504,0.0213706601310378,28.194699750287818,0.0093449642620209,1938638128699.08,-0.0936294823716969,0.005292716856044,1.0,1.313188268327273,11.81003177809088,房地产业,K70,K,K,0.7695146136391504,0.0213706601310378,0.0093449642620209,-0.0936294823716969,0.005292716856044,1.313188268327273
2,2023,1150260062360.68,19233034945.0,1504850172117.83,821785258492.1,1101916641170.57,20455558415.0,9080794743.0,1,1.0,292271.33,0.7322434230245014,0.013593086404218,28.039714455763537,0.0127806975746513,1757124444202.95,-0.1435722284311821,0.0060343514000601,1.0,1.3997088052799838,9.698250300789612,房地产业,K70,K,K,0.7322434230245014,0.013593086404218,0.0127806975746513,-0.1435722284311821,0.0060343514000601,1.3997088052799838
2,2024,917512076855.03,20610539757.0,1286259859765.82,719061817650.72,947405197282.08,-48703934402.0,8721686040.0,1,1.0,313532.23,0.7365581613147495,-0.0378647705066899,27.88275978957808,0.0160236204220447,1504850172117.83,-0.1452571933087398,0.0067806563143375,1.0,1.275984976997772,7.274370702045929,房地产业,K70,K,K,0.7365581613147495,-0.0378647705066899,0.0160236204220447,-0.1452571933087398,0.0067806563143375,1.275984976997772
2,2025,697373854032.79,19015781619.0,1020622831532.86,565197947462.75,784762773496.17,-91810091101.0,10353557700.0,1,1.0,340294.81,0.7689057595522777,-0.0899549650120129,27.651434176022573,0.018631546376873,1286259859765.82,-0.206518944221211,0.0101443524288498,1.0,1.2338577257107808,8.535830590686011,房地产业,K70,K,K,0.7689057595522777,-0.0899549650120129,0.018631546376873,-0.206518944221211,0.0101443524288498,1.2338577257107808
6,2011,7025457984.0,6963236.71,8321974063.0,5044612359.0,5433044372.0,434117007.9,17620157.15,1,1.0,85159.09,0.6528552397388071,0.0521651479100506,22.842165330823622,0.0034375997888317,8568302263.0,-0.0287487757129793,0.0021173049827612,1.0,1.3926655774582977,17.322971438522305,房地产业,K70,K,K,0.6528552397388071,0.0521651479100506,0.0008367289608554,-0.0287487757129793,0.0021173049827612,1.3926655774582977
6,2012,7726927035.0,5390949.45,9343430260.0,4524701408.0,5794468428.0,629565380.0,21362096.79,1,1.0,97414.88,0.6201650000863815,0.0673805403883862,22.95793928728631,0.0036724114720027,8321974063.0,0.1227420548618934,0.0022863227097068,1.0,1.7077208722189343,14.391640399163496,房地产业,K70,K,K,0.6201650000863815,0.0673805403883862,0.0005769775446475,0.1227420548618934,0.0022863227097068,1.7077208722189343
6,2013,7703301272.0,5397009.33,9968160025.0,3079324258.0,5781251217.0,698009106.0,31566734.3,1,1.0,110652.5,0.5799717503030355,0.0700238664156076,23.02266185273504,0.0032324540644713,9343430260.0,0.0668629986649036,0.0031667563743791,1.0,2.5016206890154664,13.58890962037831,房地产业,K70,K,K,0.5799717503030355,0.0700238664156076,0.0005414248282997,0.0668629986649036,0.0031667563743791,2.5016206890154664
6,2014,9473790871.0,4186309.48,11753217519.0,5404446337.0,7538751703.0,512453559.5,33720585.63,1,1.0,122837.48,0.6414202486096267,0.0436011295350893,23.18739287145586,0.002701058041715,9968160025.0,0.1790759267029323,0.0028690514385093,1.0,1.7529623351314256,11.011933756580271,房地产业,K70,K,K,0.6414202486096267,0.0436011295350893,0.0003561841234736,0.1790759267029323,0.0028690514385093,1.7529623351314256
6,2015,10470662335.0,3374464.8,12703504209.0,4258388071.0,8208379056.0,438785915.1,34071351.63,1,1.0,139227.81,0.6461507723345061,0.0345405415608974,23.265143714319994,0.0025785665126386,11753217519.0,0.0808533227998024,0.0026820435581752,1.0,2.458832346987382,13.343101795966517,房地产业,K70,K,K,0.6461507723345061,0.0345405415608974,0.000265632595895,0.0808533227998024,0.0026820435581752,2.458832346987382
6,2016,11082483224.0,2841290.68,13170385530.0,4554622279.0,8040509904.0,803876525.5,40149431.09,1,1.0,155006.67,0.6104992056371489,0.0610366738064652,23.301236625621662,0.0024289594145391,12703504209.0,0.0367521680096134,0.003048462856197,1.0,2.4332387067744374,11.333123748768315,房地产业,K70,K,K,0.6104992056371489,0.0610366738064652,0.0002157332960017,0.0367521680096134,0.003048462856197,2.4332387067744374
6,2017,10583259881.0,2928689.07,13139931309.0,6355662346.0,7432572286.0,820482505.6,38137505.99,1,1.0,169023.53,0.5656477276185736,0.0624419174123096,23.29892162236364,0.0025604006750881,13170385530.0,-0.0023123257045612,0.0029024128888617,1.0,1.665170253681063,9.042746354076248,房地产业,K70,K,K,0.5656477276185736,0.0624419174123096,0.0002228846560251,-0.0023123257045612,0.0029024128888617,1.665170253681063
6,2018,10427435319.0,6677730.19,13536728185.0,5436698858.0,7150590829.0,923127396.2,40823599.41,1,1.0,182674.42,0.5282362718137122,0.0681942773456081,23.32867243453649,0.0026420547936702,13139931309.0,0.0301977892173774,0.0030157656157443,1.0,1.917971841249994,8.076325231167525,房地产业,K70,K,K,0.5282362718137122,0.0681942773456081,0.0004933045931586,0.0301977892173774,0.0030157656157443,1.917971841249994
6,2019,12475939204.0,13144374.38,15745320851.0,5153923691.0,8575092305.0,843064948.9,44392971.63,1,1.0,198648.88,0.5446121032494163,0.0535438405401853,23.47980906925303,0.0026888941431194,13536728185.0,0.1631555746570529,0.0028194389971532,1.0,2.4206682038746545,8.744771161720388,房地产业,K70,K,K,0.5446121032494163,0.0535438405401853,0.0008348114658562,0.1631555746570529,0.0028194389971532,2.4206682038746545
