stkcd,year,current_assets,fixed_assets_net,total_assets,current_liabilities,total_liabilities,net_profit,depr_amort,equity_nature_id,never_st,m2,lev,npr,size,tang,lag_total_assets,growth,ndts,soe,liq,m2_growth,industry_name_d,industry_code_d,ind_code_raw,ind_code,lev_raw,npr_raw,tang_raw,growth_raw,ndts_raw,liq_raw
708,2011,2086134502.0,2233268977.0,4701391303.0,1755589926.0,1802184004.0,584931442.0,163163795.0,1,1.0,85159.09,0.3833299310461586,0.1244166682374959,22.27112432377147,0.4750229949110875,4537054474.0,0.0362210394302618,0.034705427496725,1.0,1.1882811988749131,17.322971438522305,黑色金属冶炼和压延加工业,C31,C31,C31,0.3833299310461586,0.1244166682374959,0.4750229949110875,0.0362210394302618,0.034705427496725,1.1882811988749131
708,2012,1561477259.0,2495750951.0,4254177635.0,1199204747.0,1316512843.0,218220885.0,200588220.0,1,1.0,97414.88,0.3094635334850092,0.0512956683342631,22.171167310022373,0.5866588481089601,4701391303.0,-0.095123685559768,0.0471508801959088,1.0,1.3020939609406,14.391640399163496,黑色金属冶炼和压延加工业,C31,C31,C31,0.3094635334850092,0.0512956683342631,0.5866588481089601,-0.095123685559768,0.0471508801959088,1.3020939609406
708,2013,1929677696.0,2446437196.0,4501734738.0,1207750804.0,1362408456.0,201661490.0,209117374.0,1,1.0,110652.5,0.3026407674578537,0.0447963955534156,22.227728656771017,0.5434432143122867,4254177635.0,0.0581915294188226,0.0464526201943442,1.0,1.5977449069866236,13.58890962037831,黑色金属冶炼和压延加工业,C31,C31,C31,0.3026407674578537,0.0447963955534156,0.5434432143122867,0.0581915294188226,0.0464526201943442,1.5977449069866236
708,2014,2456788439.0,2287325273.0,5027502343.0,1694746972.0,1710000554.0,268057028.7,211980620.3,1,1.0,122837.48,0.3401292405921808,0.0533181310344344,22.33818914564777,0.4549625473938839,4501734738.0,0.1167922224652411,0.0421642011952812,1.0,1.449649109625316,11.011933756580271,黑色金属冶炼和压延加工业,C31,C31,C31,0.3401292405921808,0.0533181310344344,0.4549625473938839,0.1167922224652411,0.0421642011952812,1.449649109625316
708,2015,2329683174.0,2125989465.0,5137558200.0,1300734359.0,1639545185.0,270392922.3,198223795.4,1,1.0,139227.81,0.3191292674796365,0.0526306295274669,22.35984374517175,0.4138132128605375,5027502343.0,0.021890761951257,0.0385832700445125,1.0,1.7910522297504712,13.343101795966517,黑色金属冶炼和压延加工业,C31,C31,C31,0.3191292674796365,0.0526306295274669,0.4138132128605375,0.021890761951257,0.0385832700445125,1.7910522297504712
708,2016,2977893528.0,2730112499.0,5847133448.0,1749794505.0,2123851049.0,292680656.7,213526511.3,1,1.0,155006.67,0.3632294470252699,0.0500554090825669,22.489217369207697,0.4669146896132205,5137558200.0,0.1381152719593522,0.0365181525612411,1.0,1.701853285909136,11.333123748768315,黑色金属冶炼和压延加工业,C31,C31,C31,0.3632294470252699,0.0500554090825669,0.4669146896132205,0.1381152719593522,0.0365181525612411,1.701853285909136
708,2017,3947462656.0,2453797583.0,6578740103.0,2475033042.0,2550438686.0,394900713.8,230581635.8,1,1.0,169023.53,0.3876788938412331,0.0600267996025439,22.607109090242,0.3729889833892409,5847133448.0,0.1251222776949352,0.0350495128535099,1.0,1.594913113891269,9.042746354076248,黑色金属冶炼和压延加工业,C31,C31,C31,0.3876788938412331,0.0600267996025439,0.3729889833892409,0.1251222776949352,0.0350495128535099,1.594913113891269
708,2018,5200642807.0,2179292461.0,7677904575.0,3139331564.0,3274247208.0,510178494.0,211997383.1,1,1.0,182674.42,0.4264506254299208,0.0664476210945875,22.761612505081025,0.2838394824671287,6578740103.0,0.1670782634350862,0.0276113594574076,1.0,1.656608326000955,8.076325231167525,黑色金属冶炼和压延加工业,C31,C31,C31,0.4264506254299208,0.0664476210945875,0.2838394824671287,0.1670782634350862,0.0276113594574076,1.656608326000955
708,2019,29453999890.0,32742952119.0,72585012817.0,37865918505.0,47308430328.0,5388995172.0,2941115033.0,1,1.0,198648.88,0.6517658190303437,0.0742439101800069,25.00802430243897,0.4510979725463565,7677904575.0,1.1472326279360965,0.0405195910127492,1.0,0.7778498727321443,8.744771161720388,黑色金属冶炼和压延加工业,C31,C31,C31,0.6517658190303437,0.0742439101800069,0.4510979725463565,8.453752922814882,0.0405195910127492,0.7778498727321443
708,2020,31756996453.0,32223492113.0,77440955872.0,37578981509.0,49055786775.0,6028089757.0,3051476495.0,1,1.0,218679.59,0.6334605019091312,0.077841107320055,25.072781623226984,0.4161040078877811,72585012817.0,0.0669000784947536,0.0394039105101401,1.0,0.8450733675524,10.083474923191105,黑色金属冶炼和压延加工业,C31,C31,C31,0.6334605019091312,0.077841107320055,0.4161040078877811,0.0669000784947536,0.0394039105101401,0.8450733675524
708,2021,33062605072.0,33213912924.0,84876296225.0,38712561729.0,51908652590.0,7960528298.0,3097074465.0,1,1.0,238289.96,0.6115800865343426,0.0937897699600051,25.1644606948736,0.39132142189561,77440955872.0,0.096013023977773,0.0364892744234493,1.0,0.8540536610170244,8.96762701997018,黑色金属冶炼和压延加工业,C31,C31,C31,0.6115800865343426,0.0937897699600051,0.39132142189561,0.096013023977773,0.0364892744234493,0.8540536610170244
708,2022,37648761509.0,38953827689.0,90774617316.0,37507350369.0,54337273626.0,7109268600.0,3280685121.0,1,1.0,266432.08,0.5985954579884797,0.0783178030401557,25.231645538495705,0.4291268731367482,84876296225.0,0.0694931488924073,0.0361409964371366,1.0,1.003770224732187,11.81003177809088,黑色金属冶炼和压延加工业,C31,C31,C31,0.5985954579884797,0.0783178030401557,0.4291268731367482,0.0694931488924073,0.0361409964371366,1.003770224732187
708,2023,51249043949.0,50391174910.0,116506605547.44,49540242832.0,74872112556.0,5898046397.0,4699555001.0,1,1.0,292271.33,0.6426426399103442,0.0506241373120976,25.48121380832281,0.4325177501586496,90774617316.0,0.2834711838207272,0.0403372407849132,1.0,1.0344931921871046,9.698250300789612,黑色金属冶炼和压延加工业,C31,C31,C31,0.6426426399103442,0.0506241373120976,0.4325177501586496,0.2834711838207272,0.0403372407849132,1.0344931921871046
708,2024,47360800131.0,48968332815.0,111043379345.44,42122978909.0,67215006733.0,5358436265.0,5061314943.0,1,1.0,313532.23,0.605304045402867,0.0482553421607485,25.433186766828268,0.4409838128454876,116506605547.44,-0.046891986736112,0.0455796191797709,1.0,1.1243459355834136,7.274370702045929,黑色金属冶炼和压延加工业,C31,C31,C31,0.605304045402867,0.0482553421607485,0.4409838128454876,-0.046891986736112,0.0455796191797709,1.1243459355834136
708,2025,49545240256.0,48362395708.0,110322568610.71,41938947594.0,64849005495.0,6056886860.0,4927267298.0,1,1.0,340294.81,0.5878126870289759,0.0549016120298345,25.426674353433704,0.4383726404943859,111043379345.44,-0.006491253589173,0.0446623692690351,1.0,1.1813658448379425,8.535830590686011,黑色金属冶炼和压延加工业,C31,C31,C31,0.5878126870289759,0.0549016120298345,0.4383726404943859,-0.006491253589173,0.0446623692690351,1.1813658448379425
715,2011,669693874.2,990096807.1,2004134604.0,885837843.2,899617796.6,124220349.8,65084560.16,1,1.0,85159.09,0.4488809258641991,0.0619820393061782,21.418478185578053,0.4940271003374182,1825761571.0,0.0976978789745816,0.0324751441495493,1.0,0.7560005246341682,17.322971438522305,零售业,F52,F,F,0.4488809258641991,0.0619820393061782,0.4940271003374182,0.0976978789745816,0.0324751441495493,0.7560005246341682
715,2012,895417738.3,945980327.0,2171812065.0,973200915.2,986517216.1,100308460.8,65133914.57,1,1.0,97414.88,0.4542369167195873,0.0461865289435161,21.498827709031396,0.4355719089349473,2004134604.0,0.0836657680902954,0.0299905851061749,1.0,0.9200749036656886,14.391640399163496,零售业,F52,F,F,0.4542369167195873,0.0461865289435161,0.4355719089349473,0.0836657680902954,0.0299905851061749,0.9200749036656886
715,2013,969487046.9,915002376.3,2201796179.0,914867547.2,929386862.3,106644887.9,65270779.72,1,1.0,110652.5,0.4221039491139929,0.0484354042018709,21.51253930920076,0.4155708802781058,2171812065.0,0.013806035284181,0.029644333268688,1.0,1.0597020845992031,13.58890962037831,零售业,F52,F,F,0.4221039491139929,0.0484354042018709,0.4155708802781058,0.013806035284181,0.029644333268688,1.0597020845992031
715,2014,964590881.1,784520682.3,2231761867.0,862541459.6,1133545620.0,83690595.64,76713641.68,1,1.0,122837.48,0.5079151305348475,0.0374997874448403,21.526057185361463,0.3515252652625415,2201796179.0,0.0136096557373487,0.0343735784782095,1.0,1.11831248268034,11.011933756580271,零售业,F52,F,F,0.5079151305348475,0.0374997874448403,0.3515252652625415,0.0136096557373487,0.0343735784782095,1.11831248268034
715,2015,972464970.0,734724513.2,2167353299.0,745565044.6,1021299936.0,69869014.26,67326036.74,1,1.0,139227.81,0.4712198682472395,0.0322370212056507,21.496772582206173,0.3389961911327499,2231761867.0,-0.0288599643861555,0.0310637111037982,1.0,1.3043328372801235,13.343101795966517,零售业,F52,F,F,0.4712198682472395,0.0322370212056507,0.3389961911327499,-0.0288599643861555,0.0310637111037982,1.3043328372801235
715,2016,1004790842.0,689786850.6,2128197071.0,652185049.3,913002408.7,88671089.25,58849974.77,1,1.0,155006.67,0.4290027559670483,0.041664886423481,21.478541012690535,0.3241179400157158,2167353299.0,-0.0180663798643563,0.0276525024735362,1.0,1.5406529835028526,11.333123748768315,零售业,F52,F,F,0.4290027559670483,0.041664886423481,0.3241179400157158,-0.0180663798643563,0.0276525024735362,1.5406529835028526
715,2017,945084808.5,780947982.9,2145181639.0,624884413.6,872080384.0,84576880.11,55252424.18,1,1.0,169023.53,0.4065298565610182,0.0394264422985768,21.486490065927708,0.3640474860972833,2128197071.0,0.0079807308408799,0.025756524844095,1.0,1.5124153970416778,9.042746354076248,零售业,F52,F,F,0.4065298565610182,0.0394264422985768,0.3640474860972833,0.0079807308408799,0.025756524844095,1.5124153970416778
715,2018,1016638409.0,756225757.2,2170065168.0,595265162.3,823239198.6,90287114.32,56404451.96,1,1.0,182674.42,0.3793615098475236,0.0416057156491809,21.498023035384257,0.3484806670100886,2145181639.0,0.0115997305531664,0.0259920544284778,1.0,1.7078748655000873,8.076325231167525,零售业,F52,F,F,0.3793615098475236,0.0416057156491809,0.3484806670100886,0.0115997305531664,0.0259920544284778,1.7078748655000873
715,2019,1128934200.0,739556265.0,2293137965.0,645860596.7,814312738.0,154319737.1,57231803.02,2,1.0,198648.88,0.3551084803569592,0.0672963159894306,21.553187006914474,0.3225084038936139,2170065168.0,0.0567138714610251,0.0249578542126661,0.0,1.747953359855433,8.744771161720388,零售业,F52,F,F,0.3551084803569592,0.0672963159894306,0.3225084038936139,0.0567138714610251,0.0249578542126661,1.747953359855433
715,2020,1216679582.0,700633135.4,2320556347.0,647561889.0,777160613.6,96888022.19,62853661.92,2,1.0,218679.59,0.334902711845247,0.0417520661867384,21.565072798617447,0.3019246381609194,2293137965.0,0.0119567084137477,0.0270856003997734,0.0,1.878862241072992,10.083474923191105,零售业,F52,F,F,0.334902711845247,0.0417520661867384,0.3019246381609194,0.0119567084137477,0.0270856003997734,1.878862241072992
715,2021,1372852129.0,671724521.8,2443708409.0,648858699.8,785067990.0,136030632.0,52368901.25,2,1.0,238289.96,0.321260911125342,0.055665656139255,21.61678256221808,0.2748791628846091,2320556347.0,0.0530700588930797,0.0214300941377167,0.0,2.115795209994347,8.96762701997018,零售业,F52,F,F,0.321260911125342,0.055665656139255,0.2748791628846091,0.0530700588930797,0.0214300941377167,2.115795209994347
715,2022,1378918642.0,647960602.3,2402926708.0,544552291.3,666443032.2,85752905.75,53183963.82,2,1.0,266432.08,0.2773463834669734,0.0356868586397184,21.59995329302753,0.2696547506600022,2443708409.0,-0.0166884481183614,0.0221329945865331,0.0,2.5322061150603776,11.81003177809088,零售业,F52,F,F,0.2773463834669734,0.0356868586397184,0.2696547506600022,-0.0166884481183614,0.0221329945865331,2.5322061150603776
715,2023,1593927163.0,620780582.5,2569071069.0,626810236.2,741047814.5,134818584.2,50229724.7,2,1.0,292271.33,0.2884497137669491,0.0524775611803053,21.66681021876314,0.2416362046152488,2402926708.0,0.0691425004544915,0.0195517069598046,0.0,2.5429182086481057,9.698250300789612,零售业,F52,F,F,0.2884497137669491,0.0524775611803053,0.2416362046152488,0.0691425004544915,0.0195517069598046,2.5429182086481057
715,2024,971887869.3,596120362.2,2659161883.0,612767791.0,729811853.9,100467600.6,49207830.09,2,1.0,313532.23,0.2744518333260119,0.0377816789727201,21.70127682851244,0.2241760330617675,2569071069.0,0.0350674666369068,0.0185050148336531,0.0,1.5860622630212624,7.274370702045929,零售业,F52,F,F,0.2744518333260119,0.0377816789727201,0.2241760330617675,0.0350674666369068,0.0185050148336531,1.5860622630212624
715,2025,1036126131.0,569516235.8,2689204361.0,576832111.6,673821499.8,114386377.2,43313454.84,2,1.0,340294.81,0.250565375235906,0.0425353977774543,21.712511210229714,0.211778711971232,2659161883.0,0.011297724366486,0.0161064199761648,0.0,1.7962351785964614,8.535830590686011,零售业,F52,F,F,0.250565375235906,0.0425353977774543,0.211778711971232,0.011297724366486,0.0161064199761648,1.7962351785964614
725,2011,27945441854.0,28388863004.0,68769415646.0,16956094422.0,33723931740.0,693677317.0,2909568341.0,1,1.0,85159.09,0.4903914250718453,0.0100870032191461,24.954024943019427,0.4128123343396658,54229952769.0,0.2681076072282942,0.0423090455788864,1.0,1.6481060531098286,17.322971438522305,计算机、通信和其他电子设备制造业,C39,C39,C39,0.4903914250718453,0.0100870032191461,0.4128123343396658,0.2681076072282942,0.0423090455788864,1.6481060531098286
725,2012,25831145897.0,34534107374.0,67105360865.0,12414627642.0,31840546413.0,184383068.0,3916509728.0,1,1.0,97414.88,0.4744858831331761,0.0027476652479514,24.929529771398887,0.514625164500261,68769415646.0,-0.0241975995486998,0.0583635893990509,1.0,2.0807024295767436,14.391640399163496,计算机、通信和其他电子设备制造业,C39,C39,C39,0.4744858831331761,0.0027476652479514,0.514625164500261,-0.0241975995486998,0.0583635893990509,2.0807024295767436
725,2013,31646099560.0,32495665045.0,92538451492.0,26191725374.0,54384188088.0,2972129191.0,4609234359.0,1,1.0,110652.5,0.5876928694090104,0.0321177752931919,25.250890086894294,0.3511585132566138,67105360865.0,0.3790023673096002,0.0498088555047678,1.0,1.2082479908488368,13.58890962037831,计算机、通信和其他电子设备制造业,C39,C39,C39,0.5876928694090104,0.0321177752931919,0.3511585132566138,0.3790023673096002,0.0498088555047678,1.2082479908488368
725,2014,58685733297.0,49398396189.0,136240283477.0,18976953099.0,59280877258.0,2715913970.0,5755729047.0,1,1.0,122837.48,0.435120037518182,0.019934735165598,25.63768595401653,0.3625828934607245,92538451492.0,0.4722559247576997,0.0422468957059361,1.0,3.0924739599052113,11.011933756580271,计算机、通信和其他电子设备制造业,C39,C39,C39,0.435120037518182,0.019934735165598,0.3625828934607245,0.4722559247576997,0.0422468957059361,3.0924739599052113
725,2015,63757148663.0,63565099405.0,152592894442.0,28871440917.0,74242064623.0,1638109932.0,8095283360.0,1,1.0,139227.81,0.486536839703366,0.0107351652119204,25.751039391423017,0.4165665749866279,136240283477.0,0.1200277226945188,0.0530515093091506,1.0,2.208311973284946,13.343101795966517,计算机、通信和其他电子设备制造业,C39,C39,C39,0.486536839703366,0.0107351652119204,0.4165665749866279,0.1200277226945188,0.0530515093091506,2.208311973284946
725,2016,91041828425.0,69947586967.0,205135011042.0,41439746082.0,113118955882.0,2045170759.0,10373517797.0,1,1.0,155006.67,0.5514366139032194,0.0099698766612846,26.046934189758083,0.340983173041479,152592894442.0,0.344328723772725,0.0505692214327864,1.0,2.196968780765417,11.333123748768315,计算机、通信和其他电子设备制造业,C39,C39,C39,0.5514366139032194,0.0099698766612846,0.340983173041479,0.344328723772725,0.0505692214327864,2.196968780765417
725,2017,99780298349.0,88625296761.0,256108741849.0,49736167806.0,151824479016.0,7860411559.0,11944513248.0,1,1.0,169023.53,0.5928125604768099,0.0306916956533816,26.26886796408318,0.3460455747084685,205135011042.0,0.2484886931200811,0.0466384441302765,1.0,2.00619192733548,9.042746354076248,计算机、通信和其他电子设备制造业,C39,C39,C39,0.5928125604768099,0.0306916956533816,0.3460455747084685,0.2484886931200811,0.0466384441302765,2.00619192733548
725,2018,99692282176.0,128157730995.0,304028491385.0,62228095078.0,183671193824.0,2879874073.0,13917320853.0,1,1.0,182674.42,0.6041249390387294,0.0094723822095776,26.440387255622216,0.4215319768590707,256108741849.0,0.1871070436332593,0.0457763704631751,1.0,1.6020461826935308,8.076325231167525,计算机、通信和其他电子设备制造业,C39,C39,C39,0.6041249390387294,0.0094723822095776,0.4215319768590707,0.1871070436332593,0.0457763704631751,1.6020461826935308
725,2019,104448640998.0,125786241938.0,340412203308.0,78378286166.0,199354506334.0,-476241403.0,18986973401.0,1,1.0,198648.88,0.5856267912746563,-0.0013990138965996,26.55342308290903,0.3695115530984371,304028491385.0,0.1196720470415592,0.0557764181674205,1.0,1.3326221598770955,8.744771161720388,计算机、通信和其他电子设备制造业,C39,C39,C39,0.5856267912746563,-0.0013990138965996,0.3695115530984371,0.1196720470415592,0.0557764181674205,1.3326221598770955
725,2020,128985457255.0,224866586069.0,424256806331.0,104959322995.0,250859071617.0,4528270416.0,22562813123.0,1,1.0,218679.59,0.5912906236824939,0.0106734184305981,26.77360478414007,0.5300246989875321,340412203308.0,0.2463031648343659,0.0531819708872195,1.0,1.2289090056454015,10.083474923191105,计算机、通信和其他电子设备制造业,C39,C39,C39,0.5912906236824939,0.0106734184305981,0.5300246989875321,0.2463031648343659,0.0531819708872195,1.2289090056454015
725,2021,161158991152.0,226695489704.0,449726980355.0,103362338402.0,232853836888.0,30431668974.0,34748157204.0,1,1.0,238289.96,0.517767105509642,0.0676669853117956,26.83190652526537,0.5040735815428593,424256806331.0,0.060034803552753,0.0772650045958348,1.0,1.5591654914502366,8.96762701997018,计算机、通信和其他电子设备制造业,C39,C39,C39,0.517767105509642,0.0676669853117956,0.5040735815428593,0.060034803552753,0.0772650045958348,1.5591654914502366
725,2022,142231363763.0,205987050430.0,420567865936.0,85670323339.0,218527298911.0,-1737175168.0,34500404925.0,1,1.0,266432.08,0.5196005606007341,-0.0041305465983089,26.76487169676377,0.4897831411146046,449726980355.0,-0.06483736954359,0.0820329076930716,1.0,1.660217426753326,11.81003177809088,计算机、通信和其他电子设备制造业,C39,C39,C39,0.5196005606007341,-0.0041305465983089,0.4897831411146046,-0.06483736954359,0.0820329076930716,1.660217426753326
725,2023,143190604702.0,210371476524.0,419187099795.0,90166527815.0,221388413476.0,369871329.0,34839026985.0,1,1.0,292271.33,0.5281374679332169,0.0008823537966241,26.761583196089944,0.5018557981075287,420567865936.0,-0.0032830994777192,0.0831109235041768,1.0,1.5880683017515396,9.698250300789612,计算机、通信和其他电子设备制造业,C39,C39,C39,0.5281374679332169,0.0008823537966241,0.5018557981075287,-0.0032830994777192,0.0831109235041768,1.5880683017515396
725,2024,143387455374.0,204904419511.0,429978221541.0,115261269197.0,225432049797.0,4145273882.0,38421699940.0,1,1.0,313532.23,0.5242871347973708,0.009640660094699,26.787000396772317,0.4765460417428644,419187099795.0,0.0257429719361051,0.0863434560677943,1.0,1.244021138869535,7.274370702045929,计算机、通信和其他电子设备制造业,C39,C39,C39,0.5242871347973708,0.009640660094699,0.4765460417428644,0.0257429719361051,0.0893573162898817,1.244021138869535
725,2025,141875817780.0,186299299142.0,436378322803.0,101391595032.0,228902566070.0,5027373569.0,38668974416.0,1,1.0,340294.81,0.5245507260756774,0.0115206766841843,26.8017754169012,0.4269215252154116,429978221541.0,0.0148847102977975,0.0886134172926294,1.0,1.39928578631417,8.535830590686011,计算机、通信和其他电子设备制造业,C39,C39,C39,0.5245507260756774,0.0115206766841843,0.4269215252154116,0.0148847102977975,0.0886134172926294,1.39928578631417
739,2011,869123675.6,824978831.9,2061751811.0,1178727785.0,1255083445.0,3230372.21,100487983.6,4,1.0,85159.09,0.6087461343813511,0.0015668094446504,21.44682185205737,0.4001348889320801,1844573651.0,0.1177389473617716,0.0487391271169835,0.0,0.7373404501532133,17.322971438522305,医药制造业,C27,C27,C27,0.6087461343813511,0.0015668094446504,0.4001348889320801,0.1177389473617716,0.0487391271169835,0.7373404501532133
739,2012,2072184199.0,1442946144.0,4107220718.0,2630119001.0,2741645892.0,134550523.1,193419366.5,4,1.0,97414.88,0.6675185192713571,0.0327595063275584,22.136012412380857,0.3513193575588114,2061751811.0,0.9921023937444234,0.0470925182209796,0.0,0.7878670882238153,14.391640399163496,医药制造业,C27,C27,C27,0.6675185192713571,0.0327595063275584,0.3513193575588114,0.9921023937444234,0.0470925182209796,0.7878670882238153
739,2013,2384382400.0,1446867874.0,4662256191.0,2561655587.0,2804427324.0,160985729.4,227571760.2,4,1.0,110652.5,0.6015172073584577,0.0345295759831401,22.26276532907457,0.3103364154018451,4107220718.0,0.1351365098465594,0.0488115090370416,0.0,0.9307974155855948,13.58890962037831,医药制造业,C27,C27,C27,0.6015172073584577,0.0345295759831401,0.3103364154018451,0.1351365098465594,0.0488115090370416,0.9307974155855948
739,2014,2335241620.0,1799596130.0,5061811825.0,2487434343.0,2755867206.0,326717096.9,247870111.9,4,1.0,122837.48,0.5444428400891809,0.0645454845410022,22.34499032433649,0.3555241072202442,4662256191.0,0.0857000597202917,0.0489686540056237,0.0,0.9388153808247072,11.011933756580271,医药制造业,C27,C27,C27,0.5444428400891809,0.0645454845410022,0.3555241072202442,0.0857000597202917,0.0489686540056237,0.9388153808247072
739,2015,2465767743.0,1950570457.0,5394938741.0,2681849925.0,2978147711.0,208230302.3,286748074.7,4,1.0,139227.81,0.5520262331000951,0.0385973432316309,22.408727080819105,0.3615556266053994,5061811825.0,0.0658117937839382,0.0531513124552826,0.0,0.9194279366694988,13.343101795966517,医药制造业,C27,C27,C27,0.5520262331000951,0.0385973432316309,0.3615556266053994,0.0658117937839382,0.0531513124552826,0.9194279366694988
739,2016,2641787060.0,2158863007.0,5618957144.0,2648760535.0,3002463041.0,262897084.4,302557648.9,4,1.0,155006.67,0.534345246645291,0.0467875226065258,22.449411922067497,0.3842106198131914,5394938741.0,0.0415238084721006,0.0538458723115685,0.0,0.9973672686119208,11.333123748768315,医药制造业,C27,C27,C27,0.534345246645291,0.0467875226065258,0.3842106198131914,0.0415238084721006,0.0538458723115685,0.9973672686119208
739,2017,2870230647.0,2120535539.0,5691123928.0,2437475858.0,2641129320.0,256592089.4,332738030.1,4,1.0,169023.53,0.4640786869893654,0.0450863647754324,22.462173592468066,0.3726039998122494,5618957144.0,0.0128434480190084,0.0584661367964503,0.0,1.1775421847070455,9.042746354076248,医药制造业,C27,C27,C27,0.4640786869893654,0.0450863647754324,0.3726039998122494,0.0128434480190084,0.0584661367964503,1.1775421847070455
739,2018,3074537087.0,1971680173.0,5750766279.0,2203696714.0,2406480741.0,370566842.4,330504857.8,4,1.0,182674.42,0.4184626229356104,0.064437820008995,22.4725989487896,0.3428552087397395,5691123928.0,0.010479889693943,0.0574714467195268,0.0,1.3951725151049983,8.076325231167525,医药制造业,C27,C27,C27,0.4184626229356104,0.064437820008995,0.3428552087397395,0.010479889693943,0.0574714467195268,1.3951725151049983
739,2019,3957972887.0,1898972408.0,6522585923.0,2561555218.0,2754599136.0,553400761.4,356859694.5,4,1.0,198648.88,0.4223170332316678,0.0848437671704091,22.5985367482115,0.2911379674285051,5750766279.0,0.1342116174706045,0.0547113826805467,0.0,1.54514447285282,8.744771161720388,医药制造业,C27,C27,C27,0.4223170332316678,0.0848437671704091,0.2911379674285051,0.1342116174706045,0.0547113826805467,1.54514447285282
739,2020,4917396989.0,1822516044.0,7494787957.0,2896461565.0,3104112724.0,816730067.1,358356203.8,4,1.0,218679.59,0.4141695191123871,0.1089730719248952,22.73747367683993,0.2431711283169528,6522585923.0,0.1490516254560653,0.0478140550281081,0.0,1.6977256140459092,10.083474923191105,医药制造业,C27,C27,C27,0.4141695191123871,0.1089730719248952,0.2431711283169528,0.1490516254560653,0.0478140550281081,1.6977256140459092
739,2021,5781909916.0,1931450300.0,9163329850.0,3779368304.0,4103324357.0,955550170.2,362562295.6,4,1.0,238289.96,0.4477983903416944,0.1042797963013412,22.93847547031715,0.2107803966044068,7494787957.0,0.2226269645749765,0.0395666533383604,0.0,1.5298614612078305,8.96762701997018,医药制造业,C27,C27,C27,0.4477983903416944,0.1042797963013412,0.2107803966044068,0.2226269645749765,0.0395666533383604,1.5298614612078305
739,2022,7781107694.0,3066084000.0,12016599023.0,6026542168.0,6497373460.0,989170839.0,394613069.1,4,1.0,266432.08,0.5406998642098236,0.0823170380493439,23.20955478283946,0.2551540576606955,9163329850.0,0.3113790750422457,0.0328389978183263,0.0,1.2911396746407036,11.81003177809088,医药制造业,C27,C27,C27,0.5406998642098236,0.0823170380493439,0.2551540576606955,0.3113790750422457,0.0328389978183263,1.2911396746407036
739,2023,8368160381.0,3001108252.0,12767664072.0,6307727822.0,6537246876.0,1055306898.0,558984615.1,4,1.0,292271.33,0.5120158894481289,0.0826546572692439,23.27018156715737,0.2350553895431468,12016599023.0,0.0625022976602986,0.0437812752550308,0.0,1.326652103125575,9.698250300789612,医药制造业,C27,C27,C27,0.5120158894481289,0.0826546572692439,0.2350553895431468,0.0625022976602986,0.0437812752550308,1.326652103125575
739,2024,8186761775.0,3347276071.0,12729008610.0,5742629852.0,5979125430.0,1030846722.0,584271926.2,4,1.0,313532.23,0.4697243605682501,0.0809840541069443,23.26714936824268,0.262964396800734,12767664072.0,-0.003027606442495,0.0459008194668822,0.0,1.4256119558443725,7.274370702045929,医药制造业,C27,C27,C27,0.4697243605682501,0.0809840541069443,0.262964396800734,-0.003027606442495,0.0459008194668822,1.4256119558443725
739,2025,7878965938.0,3314132694.0,12318263292.0,5365151090.0,5971914136.0,890681701.9,678093885.7,4,1.0,340294.81,0.4848016310772001,0.0723057853844093,23.234348818556622,0.269042203063831,12729008610.0,-0.032268445295678,0.0550478480306865,0.0,1.46854502433034,8.535830590686011,医药制造业,C27,C27,C27,0.4848016310772001,0.0723057853844093,0.269042203063831,-0.032268445295678,0.0550478480306865,1.46854502433034
756,2011,1141043348.0,1063156229.0,3004190191.0,972157264.9,1254451169.0,79618940.75,134357000.0,1,1.0,85159.09,0.4175671609467684,0.0265026298895867,21.823273881427365,0.3538911192057746,2739564533.0,0.0965940589507551,0.0447232004160418,1.0,1.1737230067579367,17.322971438522305,医药制造业,C27,C27,C27,0.4175671609467684,0.0265026298895867,0.3538911192057746,0.0965940589507551,0.0447232004160418,1.1737230067579367
756,2012,1399866944.0,1422986240.0,3628270364.0,1020426085.0,1851281249.0,26262219.11,159028000.0,1,1.0,97414.88,0.5102379545274702,0.0072382199988666,22.01202188792216,0.3921941027656008,3004190191.0,0.2077365723613735,0.043830250793295,1.0,1.3718455109857368,14.391640399163496,医药制造业,C27,C27,C27,0.5102379545274702,0.0072382199988666,0.3921941027656008,0.2077365723613735,0.043830250793295,1.3718455109857368
756,2013,1392886727.0,1406348437.0,3849353234.0,1025854255.0,2052533235.0,38309248.96,185823000.0,1,1.0,110652.5,0.5332150910107929,0.009952126144628,22.071170979965174,0.3653466833280492,3628270364.0,0.0609334056782544,0.0482738238618087,1.0,1.357782277756405,13.58890962037831,医药制造业,C27,C27,C27,0.5332150910107929,0.009952126144628,0.3653466833280492,0.0609334056782544,0.0482738238618087,1.357782277756405
